Year,Song Name,Artist,Number of Weeks On Top,Spotify ID
2003,The Remedy (I Won't Worry),Jason Mraz,28,4tK4ARuilOrBzwVQK73E0Y
2003,Crazy In Love,Beyonce Featuring Jay Z,27,0TwBtDAWpkpM3srywFVOV5
2003,Shake Ya Tailfeather,"Nelly, P. Diddy & Murphy Lee",27,4TJduXYW1Pg96EDNnfiwxJ
2003,Into You,Fabolous Featuring Tamia Or Ashanti,26,1Jm1I3APcmVz3MqPr5vfTx
2003,Miss You,Aaliyah,25,1OKwog5Da5Zli6SJSaUjpt
2003,How You Gonna Act Like That,Tyrese,25,3OUApyz3jDB3syGUNGqB1d
2003,P.I.M.P.,50 Cent,25,3G0yz3DZn3lfraledmBCT0
2003,Where Is The Love?,The Black Eyed Peas,25,0xmjwnQ3FNE6HuWCt2nHdZ
2003,The Game Of Love,Santana Featuring Michelle Branch,24,41IShViF79gmulEkIHAjcb
2003,I Know What You Want,Busta Rhymes & Mariah Carey Featuring The Flipmode Squad,24,0YImOCkIJ2PWhCXaURCZnY
2003,Magic Stick,Lil' Kim Featuring 50 Cent,24,0aULRU35N9kTj6O1xMULRR
2003,I'm With You,Avril Lavigne,23,1jlG3KJ3gdYmhfuySFfpO1
2003,Can't Let You Go,Fabolous Featuring Mike Shorey & Lil' Mo,23,6lrRIfQDcikJ5y5DtyZPuJ
2003,21 Questions,50 Cent Featuring Nate Dogg,23,70FCugJxa7XW04Np6iYJdI
2003,Forever And For Always,Shania Twain,23,5eQtR62IZ8P8qZM2pSD9Ip
2003,Frontin',Pharrell Featuring Jay-Z,23,0iFOG4Ki9aDmJUYUFHQlPG
2003,Why Don't You & I,Santana Featuring Alex Band Or Chad Kroeger,23,43LdgobPlcCc5g9Kmactvy
2003,Clocks,Coldplay,22,0BCPKOYdS2jbQ8iyB56Zns
2003,Rock Your Body,Justin Timberlake,22,1AWQoqb9bSvzTjaLralEkT
2003,My Front Porch Looking In,Lonestar,22,2CVJECHIdpe8otFH0XFI4F
2003,So Gone,Monica,22,6BIcjFZIVDZxNAcofRFPx4
2003,So Far Away,Staind,22,6FOpPA0a80RuBqqgDozvja
2003,Beautiful,Christina Aguilera,21,3TCauNPqFiniaYHBvEVoHG
2003,Rock Wit U (Awww Baby),Ashanti,21,6pWzCKTrKrwbUPzY8RLCoP
2003,Damn!,YoungBloodZ Featuring Lil Jon,21,5TpaWJKnuyA4MjzAbFXSTQ
2003,All I Have,Jennifer Lopez Featuring LL Cool J,20,2xlnEhQjSCqNPIJX42ARej
2003,Your Body Is A Wonderland,John Mayer,20,7vFv0yFGMJW3qVXbAd9BK9
2003,Man To Man,Gary Allan,20,0YmlrCG5yGehEJgVycbG9g
2003,All The Things She Said,t.A.T.u.,20,4bJygwUKrRgq1stlNXcgMg
2003,Brokenheartsville,Joe Nichols,20,0WB48shl2wAH4KqyQkQ8nJ
2003,Angel,Amanda Perez,20,2T4rXDppGlcy2lLuF4IyHq
2003,Can't Stop Loving You,Phil Collins,20,2W6PNGCN4PGwPMf1jYazL4
2003,The Jump Off,Lil' Kim Featuring Mr. Cheeks,20,6UZS3KgNc0NF13bbtQTzD6
2003,Can't Stop,Red Hot Chili Peppers,20,3ZOEytgrvLwQaqXreDs2Jx
2003,Beautiful,Snoop Dogg Featuring Pharrell & Uncle Charlie Wilson,20,7FrJV8tydWEv1Mxu2mIQrm
2003,That'd Be Alright,Alan Jackson,20,5S5TBPy2x24wXbkzpjHdIg
2003,Hell Yeah,Ginuwine Featuring Baby,20,1p149YJfXkHkSzYp4UZUxV
2003,Big Star,Kenny Chesney,20,7JKwboSAWRHJI5U1XGTqS3
2003,I Can,Nas,20,0DcrhZ12WcCqruCs8ibXSf
2003,Like A Stone,Audioslave,20,3YuaBvuZqcwN3CEAyyoaei
2003,She's My Kind Of Rain,Tim McGraw,20,599y8O5L7DicaGwm1KUdrX
2003,Breathe,Blu Cantrell Featuring Sean Paul,20,2qP7pTiADPcUjki12RkKg0
2003,Times Like These,Foo Fighters,20,67vYdAAM3oGsEImCRfbtsF
2003,Somewhere I Belong,Linkin Park,20,3fjmSxt0PskST13CSdBUFx
2003,Have You Forgotten?,Darryl Worley,20,5JWuz7zukN8z9JLNm29U5K
2003,I Believe,Diamond Rio,20,6lZyMZGbnDusKNgBn3P252
2003,Put That Woman First,Jaheim,20,3OQu3z3okKVmWxSXTTHak5
2003,4 Ever,Lil' Mo Featuring Fabolous,20,64IrqnZBUoCFmF8BXGOHnK
2003,Speed,Montgomery Gentry,20,1zUQcIZZK3QpJKeBNbS9wk
2003,Big Yellow Taxi,Counting Crows Featuring Vanessa Carlton,20,5fztgDIt1Nq32VHJrAHq0Y
2003,What A Beautiful Day,Chris Cagle,20,2I4wcoJP7bT7PceIag67rn
2003,Say Yes,Floetry,20,2fE4MbwX3QGMzNaMjGVhtw
2003,If You're Not The One,Daniel Bedingfield,20,6B6aCxSBsECsulzOkJRxGv
2003,Love You Out Loud,Rascal Flatts,20,2WsWOqZk5YKJD1WTGKihRp
2003,Three Wooden Crosses,Randy Travis,20,0riGx0wA6jMQsFmgdOUgcH
2003,What Would You Do?,The Isley Brothers Featuring Ronald Isley,20,11TK5KLtLZUdKr1C549bAw
2003,Still Ballin,2Pac Featuring Trick Daddy,20,6CMidyjegRGsM2NyEmbuoT
2003,Never Scared,Bone Crusher Featuring Killer Mike & T.I.,20,4kmIO0yPq92dXtKCL28RfC
2003,Fighter,Christina Aguilera,20,7nXq1vaZiz7PdbfojpPjW5
2003,Don't Wanna Try,Frankie J,20,1XE1UGRpvvkaFEeqe1OJpw
2003,Stupid Girl,Cold,20,40u9RFyKQfXwpPjFzK1bGO
2003,Stay Gone,Jimmy Wayne,20,2HEMdZPNfOLF9W3LeE7dkC
2003,Like A Pimp,David Banner Featuring Lil' Flip,20,0DW5anNzTO7h0OlKqFsVQ6
2003,Beer For My Horses,Toby Keith Duet With Willie Nelson,20,7E2DqvnVtbIrFrL5X6YH9Q
2003,I Wish I Wasn't,Heather Headley,20,2x8PXPAsWRSHzhDSJSMR3h
2003,Intuition,Jewel,20,1DQEvkPTtRJ4E0Lmk6sfIc
2003,Send The Pain Below,Chevelle,20,6dRAAG4sB71NAtVCHJep7s
2003,Miss Independent,Kelly Clarkson,20,0spLdf4QyLsUWalfu8RO16
2003,Seven Nation Army,The White Stripes,20,3dPQuX8Gs42Y7b454ybpMR
2003,"Never Leave You - Uh Ooh, Uh Oooh!",Lumidee,20,
2003,Red Dirt Road,Brooks & Dunn,20,3EZzghqykkfOB0Z8d0kTSt
2003,Are You Happy Now?,Michelle Branch,20,5B7XIcS5T76NJZFOHX30Io
2003,Like Glue,Sean Paul,20,56m8Wv3qRBfwLuO08GtfHs
2003,In Those Jeans,Ginuwine,20,5ojJNnX5ND2gMGojPd3NiO
2003,Celebrity,Brad Paisley,20,1Jmkm1iiVn6cxiKRaOlqOW
2003,Come Over,Aaliyah,20,0euzSf4g3WC9Djm4SpBZXe
2003,Help Pour Out The Rain (Lacey's Song),Buddy Jewell,20,4xWIqUIlfrusaaygS9RQsR
2003,What Was I Thinkin',Dierks Bentley,20,0r8iDf65NHgFgZOGLwj5r8
2003,Dance With My Father,Luther Vandross,20,7snmvZMLdGGk3l9PcvoYSM
2003,It's Five O'Clock Somewhere,Alan Jackson & Jimmy Buffett,20,7KysI43rsjlhjTeWO6ePUq
2003,"No Shoes, No Shirt, No Problems",Kenny Chesney,20,208bYsadJ56km31IENM2qS
2003,My Love Is Like... Wo,Mya,20,2ZqprVgnllancjXke8wLc5
2003,Real Good Man,Tim McGraw,20,2Oi6PliCe8hBmES1tpL7iE
2003,Thoia Thoing,R. Kelly,20,40wYFDBxYnRUYObU6Wr3Wp
2003,Faint,Linkin Park,20,4Yf5bqU3NK4kNOypcrLYwU
2003,Can't Hold Us Down,Christina Aguilera Featuring Lil' Kim,20,0cv1Mnb47oMvjVKMc2cyZw
2003,"Can't Stop, Won't Stop",Young Gunz,20,1kgDlypHy9hCvCxeoCtd7X
2004,Yeah!,Usher Featuring Lil Jon & Ludacris,45,5rb9QrpfcKFHM1EUbSIurX
2004,This Love,Maroon 5,43,6ECp64rv50XVz93WvxXMGF
2004,If I Ain't Got You,Alicia Keys,40,3XVBdLihbNbxUwZosxcGuJ
2004,Freek-A-Leek,Petey Pablo,39,4UNhyW0R7qylxrF6Z0q2Tb
2004,The Reason,Hoobastank,38,5B5eTk7DF8KVp1zpQoY1XY
2004,Here Without You,3 Doors Down,33,3NLrRZoMF0Lx6zTlYqeIo4
2004,My Immortal,Evanescence,32,4UzVcXufOhGUwF56HT7b8M
2004,Someday,Nickelback,31,4PkJ7c9y1CwpuVOiJODnCZ
2004,Tipsy,J-Kwon,30,0jSMveIWvnhDIvzqN74Uc7
2004,I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy,30,2yr2HnFYl7XvqJk4fXoQBt
2004,Burn,Usher,30,7z3N2W7Xz1t2G2sAO8wFVH
2004,Dip It Low,Christina Milian,30,73JCugW0hKqzGYGwXHVzQ4
2004,Heaven,Los Lonely Boys,30,1XcUn5PE9d42zWamWgRG2x
2004,Leave (Get Out),JoJo,29,3QigOeWryUCP56I1IlTB9x
2004,Meant To Live,Switchfoot,28,2md2i5QvelRFnafpnd6LOg
2004,Slow Motion,Juvenile Featuring Soulja Slim,28,6ihObRBTB8xdSH2mlERtOX
2004,Diary,Alicia Keys Featuring Tony! Toni! Tone!,28,5dxHF4lrDimKqnI3GaZUmC
2004,Locked Up,Akon Featuring Styles P.,27,48EQasc6XD0pOQtkIOWqOC
2004,Lean Back,Terror Squad,27,2Ozc0me9PV5vlt8cokwdvI
2004,Goodies,Ciara Featuring Petey Pablo,27,3dFwpxh2yH7C7p9BGEKLVB
2004,White Flag,Dido,26,6si71supnBUhddjR2FJc2L
2004,The First Cut Is The Deepest,Sheryl Crow,26,16RgOvGr4RpkitCiWK5sqU
2004,Dirt Off Your Shoulder,JAY-Z,26,7dvd3b2oz7AFgXrPBIIYxR
2004,Dude,Beenie Man Featuring Ms. Thing,26,746nPV2NXSoxW3imGpG8gk
2004,Move Ya Body,Nina Sky Featuring Jabba,26,2ndnVdR8si7CW9T8vJRHyW
2004,The Way You Move,OutKast Featuring Sleepy Brown,25,5z7mYFfhw6N6f23VwrokJD
2004,I'm Still In Love With You,Sean Paul Featuring Sasha,25,5lJx5eiSahFfsqkMJVlkDN
2004,Confessions Part II,Usher,25,7wBThXx7BGZHJJ3aN3OPvv
2004,Jesus Walks,Kanye West,25,5g1vtHqi9uV7xtYeCcFOBx
2004,Turn Me On,Kevin Lyttle Featuring Spragga Benz,25,0BBOLOV5JntPL3341swIre
2004,Numb,Linkin Park,24,2nLtzopw4rPReszdYBJU6h
2004,Are You Gonna Be My Girl,Jet,23,72zZfHPYx43shcP3eKkYi5
2004,Sunshine,Lil' Flip Featuring Lea,23,4s0o8TJHfX9LLHa0umnOzT
2004,She Will Be Loved,Maroon 5,23,4llK75pXNWZz6KAho2Gp16
2004,One Thing,Finger Eleven,23,3h0UiEDMQ9SZxzsfL0Vw1A
2004,With You,Jessica Simpson,22,7pNJ1T9TGbVbNHKaLhhPri
2004,Hotel,Cassidy Featuring R. Kelly,22,2do7t1NMxLTgblFuCvn7H7
2004,100 Years,Five For Fighting,22,2lFlveK1y13WWp3vnQtrr3
2004,Naughty Girl,Beyonce,22,0CPLnPUUHh44vAzDSM5ZlR
2004,My Happy Ending,Avril Lavigne,22,6sqNctd7MlJoKDOxPVCAvU
2004,On The Way Down,Ryan Cabrera,22,1GwVi2ceNb8dMFA3DZGnnY
2004,Hey Ya!,OutKast,21,2PpruBYCo4H7WOBJ7Q2EwM
2004,Splash Waterfalls,Ludacris,21,2T8hXV9LUZMDBKR5RALGEa
2004,Roses,OutKast,21,
2004,Pieces Of Me,Ashlee Simpson,21,10BwOTqtnekIrXPc5Zh4QC
2004,Cold,Crossfade,21,6ZxrUCaynLgKSUudACOTwj
2004,Sorry 2004,Ruben Studdard,20,4vey3VC7ZROIESUu0kgiBc
2004,Megalomaniac,Incubus,20,1rSo624QuuCteNxAzsU3SV
2004,Rubber Band Man,T.I.,20,5Rkbnhwkb6oiqq1HQcXirN
2004,Toxic,Britney Spears,20,6I9VzXrHxO9rA9A5euc8Ak
2004,One Call Away,Chingy Featuring J. Weav,20,0UNTBB02C1aB55Fu4H63qd
2004,Sweet Southern Comfort,Buddy Jewell,20,0tuEEuDijBNJxcLSIrMNsU
2004,You'll Think Of Me,Keith Urban,20,68Iw932AjRCDEPLIzpmOtF
2004,When The Sun Goes Down,Kenny Chesney & Uncle Kracker,20,5vLonpxn4VN0A8GtQOBSG0
2004,Mayberry,Rascal Flatts,20,04rZkq3ihHmGNfKPgBiTX1
2004,Love's Divine,Seal,20,1SyTqslGBzoe45hw3Ov0gp
2004,Game Over (Flip),Lil' Flip,20,79lmvU7Qmc8QpXilbSk37z
2004,Don't Take Your Love Away,Avant,20,5rI62NPoTQ1qxvqbgUy2sN
2004,All Falls Down,Kanye West Featuring Syleena Johnson,20,5SkRLpaGtvYPhw02vZhQQ9
2004,Letters From Home,John Michael Montgomery,20,15cGdiAHmezm0P04jVAjMo
2004,I Miss You,Blink-182,20,1oTo3ijRbaDAtrjJrGAPSw
2004,Overnight Celebrity,Twista,20,2tOZtdbkAMQASWokLvSlzj
2004,8th World Wonder,Kimberley Locke,20,7oGIRgJMViLFRzGHyhF9bI
2004,Don't Tell Me,Avril Lavigne,20,0dEQaNYfp5G7Sflek2Qnde
2004,Cold Hard Bitch,Jet,20,0wESZs7gN7TvfDbVP0w3Aw
2004,Hey Mama,The Black Eyed Peas,20,3KDCYRQl4O681lkYI2sCqE
2004,Let's Be Us Again,Lonestar,20,4WCHdzWUJzDUIBc22phJux
2004,Redneck Woman,Gretchen Wilson,20,26bL4gSULWDgdIMX0pRFrG
2004,Happy People,R. Kelly,20,41uWkGOCpz0CA5vJ1nIKI6
2004,If You Ever Stop Loving Me,Montgomery Gentry,20,7zywdG4ysfC5XNBzjQAo2o
2004,Got It Twisted,Mobb Deep,20,2nzFiCB8YoXf24MAM1qDmU
2004,Culo,Pitbull Featuring Lil Jon,20,4tAru66VGVLWYjg90UV4vJ
2004,Whiskey Girl,Toby Keith,20,2CaxgnHBHuiOYIGIyvMbCl
2004,Love Song,311,20,3mtukCAgd0mE260QcBfXAX
2004,Whats Happnin!,Ying Yang Twins Featuring Trick Daddy,20,6QVDBajBKQAz7RSS66k4vF
2004,Slither,Velvet Revolver,20,7kF1iPJTj3VFJX9XokQ80F
2004,On Fire,Lloyd Banks,20,0B2ZuTLZnWQ6gz8RlNwBu1
2004,Ocean Avenue,Yellowcard,20,23oxJmDc1V9uLUSmN2LIvx
2004,Southside,Lloyd Featuring Ashanti,20,7lurcq2Yw96B1K0KOJAHxg
2004,Still In Love,Teena Marie Featuring Baby,20,6OGTrkbMrBdeIyOK4tjHSm
2004,Float On,Modest Mouse,20,2lwwrWVKdf3LR9lbbhnr6R
2004,U Should've Known Better,Monica,20,0EQuu6hyNACWI7LT7N5pRv
2004,I Go Back,Kenny Chesney,20,57I7CUbXo4XlWuTVB8pXW6
2004,Live Like You Were Dying,Tim McGraw,20,7B1QliUMZv7gSTUGAfMRRD
2004,I Like That,"Houston Featuring Chingy, Nate Dogg & I-20",20,4MMqj7HaLL8BphbBZnlsdq
2004,Accidentally In Love,Counting Crows,20,2Y6uY65ZwKl9WbVOvKyZg6
2004,Headsprung,LL Cool J,20,1GIN41bLhiKeEPeC2vXH8i
2004,Why?,Jadakiss Featuring Anthony Hamilton,20,58LflM1owDAzQkYIL7ayCX
2004,No Problem,Lil Scrappy,20,4X0gLfG9AtY5Kja1Ejbz51
2004,My Place,Nelly Featuring Jaheim,20,1NAyvpW70a9lxY0YlLWFV4
2004,Days Go By,Keith Urban,20,2jwaErbghhcia4JqUYWz3g
2004,Breaking The Habit,Linkin Park,20,3dxiWIBVJRlqh9xk144rf4
2004,Just Like You,Three Days Grace,20,0CA3RxBx2xSQXPfpmUBK1v
2004,Let's Get It Started,The Black Eyed Peas,20,4hfIVhq0F0zFUcrbecsYmo
2004,Suds In The Bucket,Sara Evans,20,6NhpIdjYoufuNNlBsgOztc
2004,I Hate Everything,George Strait,20,6r4LyNgkR7DmwgKj8Hbe6r
2004,It's My Life,No Doubt,19,1OutzYv6YiN93lrT3pJsWR
2004,Salt Shaker,Ying Yang Twins Featuring Lil Jon & The East Side Boyz,19,4Kd0FzFpOgIGxlBl4HXuFn
2004,American Soldier,Toby Keith,19,0oVWPlnK5eAqnJCVB0FvpP
2004,Perfect,Sara Evans,19,4kUmPSgNMjedQW63iEf8g2
2005,You And Me,Lifehouse,46,0815caqt2Lytro5EIzMufT
2005,Since U Been Gone,Kelly Clarkson,44,6JY1IdkZGeIcPegKxjSKeb
2005,Mr. Brightside,The Killers,38,003vvx7Niy0yvhvHt4a68B
2005,Scars,Papa Roach,38,3TAtUJc4Sj913Cs5gBUeu0
2005,Beverly Hills,Weezer,38,1yKu2MhpwzDXXH2tzG6xoa
2005,We Belong Together,Mariah Carey,38,4EI8VuxUuIHKfafU72emqz
2005,Don't Cha,The Pussycat Dolls Featuring Busta Rhymes,35,5Vydertp8B94fxteuUG1MV
2005,Lonely No More,Rob Thomas,34,4faFAhOflLzhfJECveRwva
2005,Behind These Hazel Eyes,Kelly Clarkson,34,0AKAxdNkwq9ZxRdW1DN9zW
2005,Collide,Howie Day,32,5rwq6R0Uq0BngM3rdmCeNg
2005,Holiday,Green Day,32,5vfjUAhefN7IjHbTvVCT4Z
2005,Feel Good Inc,Gorillaz,32,0d28khcov6AiegSCpG5TuT
2005,Boulevard Of Broken Dreams,Green Day,31,1hwJKpe0BPUsq6UUrwBWTw
2005,Let Me Go,3 Doors Down,31,6A1yZW5SLd9hpLZsG29hCQ
2005,Hollaback Girl,Gwen Stefani,31,0eqH0ALoDQevq59YcQ53KE
2005,La Tortura,Shakira Feat. Alejandro Sanz,31,5BSclXJTa9B0iURhUjZo50
2005,"1, 2 Step",Ciara Featuring Missy Elliott,30,7uKcScNXuO3MWw6LowBjW1
2005,Breakaway,Kelly Clarkson,28,4PFAm88FBkY7IFtvCaGctZ
2005,Switch,Will Smith,28,2bmxx16hNi3W5FGzfFO9xX
2005,Lose Control,Missy Elliott Featuring Ciara & Fat Man Scoop,28,0UaMYEvWZi0ZqiDOoHU3YI
2005,Just A Lil Bit,50 Cent,27,4nva9EpKntUTs6CRSGBCn9
2005,Listen To Your Heart,D.H.T.,27,1fKc0iaTmLrHu1V9fpH4SK
2005,Pon de Replay,Rihanna,27,4TsmezEQVSZNNPv5RJ65Ov
2005,"Sugar, We're Goin' Down",Fall Out Boy,27,2TfSHkHiFO4gRztVIkggkE
2005,Let Me Love You,Mario,26,7GaFYUqP2WdR4KTPk7cXoP
2005,Disco Inferno,50 Cent,26,69bHJ9qs5FrUJbKP8xU8uZ
2005,Rich Girl,Gwen Stefani Featuring Eve,26,2oxtQ84p1j5GmyzmD50Lq0
2005,Sugar (Gimme Some),"Trick Daddy Featuring Ludacris, Lil' Kim & Cee-Lo",26,7x6SuiiH3fcrsAgfkp2OwQ
2005,Don't Phunk With My Heart,The Black Eyed Peas,26,5MzjQ95rdB2xt9DNa2IzaC
2005,Baby I'm Back,Baby Bash Featuring Akon,25,00da5UpHHr2CcmAedVX3Be
2005,Karma,Alicia Keys,24,588RGyR1f4Plc8nm7SrdCa
2005,Some Cut,Trillville Featuring Cutty,24,14sDzq0rM97u4wcWsD9ox7
2005,Caught Up,Usher,24,5zdUc1JRCImBYcDWgvFNpE
2005,Cater 2 U,Destiny's Child,24,0FZvjrHpAmLKj574M4VwrF
2005,Let Me Hold You,Bow Wow Featuring Omarion,24,1oNToERLIN71YCPLbRIQGQ
2005,How We Do,The Game Featuring 50 Cent,23,4dvObSfgu2fiKIxcZxTaPs
2005,Candy Shop,50 Cent Featuring Olivia,23,5D2mYZuzcgjpchVY1pmTPh
2005,Hate It Or Love It,The Game Featuring 50 Cent,23,2wGSgTmgSF3xjRrHkTc25R
2005,Oh,Ciara Featuring Ludacris,23,7i7UIbm5E0DD7aSOYvwp2v
2005,Shake It Off,Mariah Carey,23,6rJQTvhKl5GSEA8SWW7t1X
2005,Gold Digger,Kanye West Featuring Jamie Foxx,23,1PS1QMdUqOal0ai3Gt7sDQ
2005,Wait (The Whisper Song),Ying Yang Twins,22,5Y78yINSOCW6xbOfGWNBg4
2005,Slow Down,Bobby Valentino,22,4Ilen0VxPEsVRLpnePji8P
2005,Grind With Me,Pretty Ricky,22,3B7i9OKRRmIsSBHEbJz58Y
2005,Wake Me Up When September Ends,Green Day,22,3ZffCQKLFLUvYM59XKLbVm
2005,Obsession (No Es Amor),Frankie J Featuring Baby Bash,21,
2005,Best Of You,Foo Fighters,21,5FZxsHWIvUsmSK1IAvm2pp
2005,Like You,Bow Wow Featuring Ciara,21,0aoOyPtOvWQs6BnGnbFUlj
2005,Dirty Little Secret,The All-American Rejects,21,5ZdzNVOmCSp5HFLk0EgvJS
2005,Mockingbird,Eminem,20,561jH07mF1jHuk7KlaeF0s
2005,Okay,Nivea Featuring Lil Jon & YoungBloodZ,20,51hSd2YTCtZKYbb0McVK4b
2005,Ordinary People,John Legend,20,2ZA4uMlSZjaoWGFqP1tsLI
2005,Sunday Morning,Maroon 5,20,5qII2n90lVdPDcgXEEVHNy
2005,O,Omarion,20,6SdQ0ZTmUFOm0H66l91sXk
2005,Nothin' To Lose,Josh Gracin,20,7oiCqfE8Wjk8wf0pFTgL2H
2005,Truth Is,Fantasia,20,3QfsB9tPwAjMb5b9P7r3Z5
2005,U Don't Know Me,T.I.,20,2SuMoyOaAVBg5AzfKyZaKV
2005,It's Like That,Mariah Carey,20,6qFEkCFsHB8rNerOBfY5Su
2005,Look What You've Done,Jet,20,1vZOMg44tCErIWtunDnorD
2005,That's What I Love About Sunday,Craig Morgan,20,2nKvLnpExkH7Mfc14c6a7H
2005,Gone,Montgomery Gentry,20,71lXNAROGX1zo6tX0MSnCS
2005,Goin' Crazy,Natalie,20,48JAAdtKgOQ4u4QRER6bJX
2005,Anything But Mine,Kenny Chesney,20,36mCPzCbnDVSfvh5KHGutc
2005,1 Thing,Amerie,20,1mnqraQ8oV8MX92rdOFLWW
2005,My Give A Damn's Busted,Jo Dee Messina,20,3n8QTc8J3T72KurDsWo1b6
2005,Almost,Bowling For Soup,20,6TclVCUxDQm9s3Bey6Ao8H
2005,Lonely,Akon,20,4v7DCN09hgXkKazefkznDQ
2005,Girlfight,Brooke Valentine Featuring Lil Jon & Big Boi,20,0GkkiqqRdjqmRDrWfTdemH
2005,U Already Know,112 Featuring Foxy Brown,20,0ahRDzkKq0KEi7FRoHb0qk
2005,The Hand That Feeds,Nine Inch Nails,20,4L5r9XNiWJ7cbqcIiNvVes
2005,B.Y.O.B.,System Of A Down,20,0EYOdF5FCkgOJJla8DI2Md
2005,Chariot,Gavin DeGraw,20,0O1id6uK60juxOn5odYjzt
2005,Incomplete,Backstreet Boys,20,0CnD7Hiw6pae6rLsZw5q5W
2005,Making Memories Of Us,Keith Urban,20,73R4mbplAPYi6MfoXppqEH
2005,Breathe (2 AM),Anna Nalick,20,5auMzVHFr5Zfw6IbKarZ56
2005,Free Yourself,Fantasia,20,7ANroj1yWw0YEGcLf7HO3Q
2005,Speed Of Sound,Coldplay,20,7clUVcSOtkNWa58Gw5RfD4
2005,Fast Cars And Freedom,Rascal Flatts,20,0CKba2KBPP9TFbh5Nf8i4P
2005,Give Me That,Webbie Featuring Bun B,20,63DVu8cBacPqt0PBJFmWA8
2005,Home,Michael Buble,20,3lyLqIn8mybyEFTs8JJaLf
2005,Something More,Sugarland,20,3C3oknuBLo3jxhmRk67glu
2005,Must Be Nice,Lyfe Jennings,20,2mp3sLUNQaJ025Lx5f4AAJ
2005,As Good As I Once Was,Toby Keith,20,7G6l2FtQyRhQgYgut2I6i8
2005,Get It Poppin',Fat Joe Featuring Nelly,20,04FXF9tLQvYzc9ZWnTpaA3
2005,Back Then,Mike Jones,20,5krOROgmf8adn3SJzeKLZy
2005,Pimpin' All Over The World,Ludacris Featuring Bobby Valentino,20,6VixoRqnikN4QqegoKUSbH
2005,Mississippi Girl,Faith Hill,20,79YeQbd1p7MsuT7wHQLRYY
2005,Right Here,Staind,20,36IkR2i4HaV3SRsSHzje6v
2005,These Words,Natasha Bedingfield,20,7leW1Dmvs9A4oDh9i5Qwpz
2005,A Real Fine Place To Start,Sara Evans,20,6O2lo7245XfRbIfpL5yRLJ
2005,Cool,Gwen Stefani,20,4QvTOAIVxL3NGgrIYU97pj
2005,This Is How A Heart Breaks,Rob Thomas,20,3Voz5vnFfMu8nrVP6hIYte
2005,Play,David Banner,20,5CWyE2OcZI1HVnHBh4RrKF
2005,Just The Girl,The Click Five,20,1JURww012QnWAw0zZXi6Aa
2005,Your Body,Pretty Ricky,20,5y4TDQdYzlT4eoQIPOgNDz
2005,Something To Be Proud Of,Montgomery Gentry,20,4D8uIY6Wzj7dJDaw0dW0UF
2005,Don't Lie,The Black Eyed Peas,20,6tp27J7xy18DQiQXut3GsF
2005,Belly Dancer (Bananza),Akon,20,3BwkldhE22DdxOcXegF2Kv
2005,My Humps,The Black Eyed Peas,20,20jYtEun4dUdYZ9foaOC48
2005,"Sitting, Waiting, Wishing",Jack Johnson,19,1dnXuEuApvuVqQCn0v9McL
2006,What Hurts The Most,Rascal Flatts,46,4bVuIlGQBMWS7vIhcx8Ae4
2006,Over My Head (Cable Car),The Fray,42,1N62wozuHCvczCkY4QidpP
2006,Move Along,The All-American Rejects,39,58HpsDKeYoLtNhXFQyQmz5
2006,Unwritten,Natasha Bedingfield,38,3U5JVgI2x4rDyHGObzJfNf
2006,I Write Sins Not Tragedies,Panic! At The Disco,37,5cY8y2XgOfkAh4kSWLFKkz
2006,How To Save A Life,The Fray,36,5fVZC9GiM4e8vu99W0Xf6J
2006,Bad Day,Daniel Powter,32,0mUyMawtxj1CJ76kn9gIZK
2006,Temperature,Sean Paul,31,0k2GOhqsrxDTAbFFSdNJjT
2006,Ridin',Chamillionaire Featuring Krayzie Bone,31,3kZoay4ANo86ehb6s4RwS9
2006,Hips Don't Lie,Shakira Featuring Wyclef Jean,31,3ZFTkvIE7kyPt6Nu3PEa7V
2006,Chasing Cars,Snow Patrol,31,5hnyJvgoWiQUYZttV4wXy6
2006,You're Beautiful,James Blunt,30,0vg4WnUWvze6pBOJDTq99k
2006,Black Horse & The Cherry Tree,KT Tunstall,30,0qAMjeQFyd1qD0LDiV8gWp
2006,Buttons,The Pussycat Dolls Featuring Snoop Dogg,30,5QwV1ef6YSPe6SdxyOO5jj
2006,Walk Away,Kelly Clarkson,29,2xSR7j848Idd3KFVzcYNax
2006,Crazy,Gnarls Barkley,29,1vxw6aYJls2oq3gW0DujAo
2006,Everytime We Touch,Cascada,28,74PyndGWYtfs86n60lAsYW
2006,SOS,Rihanna,28,30cSNer6TV8x2utjULVeQ5
2006,Savin' Me,Nickelback,28,2BoWXJfClbDQkZCZsE0Ru7
2006,Snap Yo Fingers,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,28,6o3s08kk2fQI37vxGZDrJ1
2006,It's Goin' Down,Yung Joc,28,05Sgj1Hx03ZXc57gsV1kfX
2006,Hate Me,Blue October,28,2G46YgY00x0JN7ou4mupqr
2006,Be Without You,Mary J. Blige,27,6Y3WvyUG9iE5bQYg38SPtQ
2006,Me & U,Cassie,27,7k6IzwMGpxnRghE7YosnXT
2006,Who Says You Can't Go Home,Bon Jovi,26,5439qJTu5mVH9aeriwp03u
2006,Dani California,Red Hot Chili Peppers,26,10Nmj3JCNoMeBQ87uw5j8k
